20170126,000001.SZ,54.792
20170126,000002.SZ,77.0942
20170126,000005.SZ,47.9838
20170126,000006.SZ,56.7424
20170126,000008.SZ,58.4712
20170126,000011.SZ,54.8422
20170126,000012.SZ,70.4344
20170126,000014.SZ,51.7375
20170126,000021.SZ,49.4543
20170126,000025.SZ,27.8911
20170126,000026.SZ,63.3943
20170126,000027.SZ,47.7474
20170126,000028.SZ,43.8646
20170126,000030.SZ,58.1785
20170126,000031.SZ,43.5079
20170126,000034.SZ,57.4522
20170126,000035.SZ,46.0265
20170126,000036.SZ,60.2377
20170126,000049.SZ,55.4681
20170126,000055.SZ,62.4394
20170126,000059.SZ,72.1658
20170126,000060.SZ,59.5066
20170126,000062.SZ,59.6301
20170126,000063.SZ,65.2921
20170126,000065.SZ,49.4269
20170126,000066.SZ,64.2554
20170126,000069.SZ,57.9041
20170126,000070.SZ,47.507
20170126,000078.SZ,33.2765
20170126,000088.SZ,35.3493
20170126,000089.SZ,50.4787
20170126,000090.SZ,39.3809
20170126,000096.SZ,36.6921
20170126,000099.SZ,27.6659
20170126,000100.SZ,65.5998
20170126,000156.SZ,51.6588
20170126,000157.SZ,58.2118
20170126,000158.SZ,40.2544
20170126,000301.SZ,57.8725
20170126,000333.SZ,69.4953
20170126,000338.SZ,71.1944
20170126,000401.SZ,70.3442
20170126,000402.SZ,53.8975
20170126,000404.SZ,57.6068
20170126,000407.SZ,28.0672
20170126,000411.SZ,45.0023
20170126,000418.SZ,70.683
20170126,000420.SZ,48.22
20170126,000421.SZ,48.1845
20170126,000425.SZ,48.9156
20170126,000426.SZ,44.1988
20170126,000429.SZ,74.9677
20170126,000488.SZ,73.2788
20170126,000498.SZ,62.7235
20170126,000501.SZ,63.3519
20170126,000507.SZ,38.6143
20170126,000513.SZ,65.7257
20170126,000519.SZ,31.4001
20170126,000520.SZ,54.4457
20170126,000521.SZ,69.7021
20170126,000524.SZ,46.3911
20170126,000525.SZ,24.8699
20170126,000528.SZ,58.2538
20170126,000529.SZ,57.1886
20170126,000530.SZ,50.791
20170126,000537.SZ,65.845
20170126,000538.SZ,54.5208
20170126,000539.SZ,63.2837
20170126,000543.SZ,61.7416
20170126,000544.SZ,60.8448
20170126,000545.SZ,57.2293
20170126,000546.SZ,55.1379
20170126,000547.SZ,45.5911
20170126,000550.SZ,61.4923
20170126,000551.SZ,53.9763
20170126,000553.SZ,44.6662
20170126,000554.SZ,32.9647
20170126,000555.SZ,40.4268
20170126,000557.SZ,23.365
20170126,000559.SZ,52.3043
20170126,000566.SZ,27.7645
20170126,000568.SZ,61.7243
20170126,000581.SZ,62.1082
20170126,000582.SZ,56.247
20170126,000591.SZ,61.9784
20170126,000596.SZ,56.438
20170126,000597.SZ,43.9167
20170126,000598.SZ,64.9105
20170126,000599.SZ,36.9395
20170126,000600.SZ,58.6776
20170126,000601.SZ,57.1299
20170126,000607.SZ,56.4153
20170126,000617.SZ,23.7794
20170126,000619.SZ,52.2922
20170126,000625.SZ,68.0399
20170126,000630.SZ,62.6929
20170126,000636.SZ,47.3504
20170126,000651.SZ,77.1672
20170126,000652.SZ,38.4107
20170126,000655.SZ,32.7632
20170126,000656.SZ,50.3792
20170126,000661.SZ,57.1411
20170126,000665.SZ,43.9295
20170126,000672.SZ,47.7223
20170126,000680.SZ,47.3476
20170126,000681.SZ,56.3648
20170126,000685.SZ,59.9216
20170126,000686.SZ,51.642
20170126,000688.SZ,63.3196
20170126,000695.SZ,39.7449
20170126,000698.SZ,52.4019
20170126,000700.SZ,53.6358
20170126,000703.SZ,65.1043
20170126,000705.SZ,23.546
20170126,000708.SZ,60.4843
20170126,000709.SZ,71.6703
20170126,000710.SZ,34.0368
20170126,000718.SZ,75.3117
20170126,000719.SZ,49.8204
20170126,000722.SZ,35.8826
20170126,000723.SZ,61.727
20170126,000725.SZ,60.7707
20170126,000726.SZ,77.6343
20170126,000728.SZ,61.1339
20170126,000729.SZ,43.1818
20170126,000733.SZ,49.6539
20170126,000736.SZ,62.9208
20170126,000738.SZ,29.6737
20170126,000739.SZ,51.0663
20170126,000756.SZ,60.1543
20170126,000757.SZ,41.3419
20170126,000758.SZ,36.5028
20170126,000759.SZ,26.778
20170126,000761.SZ,69.5764
20170126,000768.SZ,47.5
20170126,000776.SZ,53.2695
20170126,000777.SZ,29.3837
20170126,000778.SZ,59.698
20170126,000782.SZ,36.0371
20170126,000783.SZ,51.6896
20170126,000785.SZ,35.8379
20170126,000786.SZ,62.1768
