date,单位净值,基准
2017/5/10,1.788759,1.551001387
2017/5/11,1.802096,1.559805062
2017/5/12,1.820833,1.573156952
2017/5/15,1.829697,1.579576666
2017/5/16,1.850905,1.593264342
2017/5/17,1.837946,1.584582277
2017/5/18,1.833214,1.579074334
2017/5/19,1.836266,1.581740038
2017/5/22,1.841206,1.585173876
2017/5/23,1.850059,1.591194095
2017/5/24,1.849085,1.591181502
2017/5/25,1.880391,1.619755944
2017/5/26,1.87582,1.617328581
2017/5/31,1.882681,1.623113991
2017/6/1,1.88666,1.625369465
2017/6/2,1.881015,1.620150607
