datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2005-10-17 15:00:00,1587.9304,15982504324558,7.21,275300.0,000778.XSHE,15982504284575,OPEN,BUY,新兴铸管,0.0,2005-10-17 15:00:00,1587.9304
2005-10-18 15:00:00,2100.6400000000003,15982504324559,4.75,552800.0,600231.XSHG,15982504284590,OPEN,BUY,凌钢股份,0.0,2005-10-18 15:00:00,2100.6400000000003
2005-10-20 15:00:00,2760.48,15982504324560,6.75,511200.0,000817.XSHE,15982504284598,OPEN,BUY,辽河油田,0.0,2005-10-20 15:00:00,2760.48
2005-10-21 15:00:00,514.4256,15982504324561,6.87,93600.0,000956.XSHE,15982504284601,OPEN,BUY,中原油气,0.0,2005-10-21 15:00:00,514.4256
2005-10-21 15:00:00,514.3744,15982504324562,8.98,71600.0,600971.XSHG,15982504284604,OPEN,BUY,恒源煤电,0.0,2005-10-21 15:00:00,514.3744
2005-10-21 15:00:00,514.7208,15982504324563,6.03,106700.0,600031.XSHG,15982504284607,OPEN,BUY,三一重工,0.0,2005-10-21 15:00:00,514.7208
2006-01-04 15:00:00,274.92480000000006,15982504324564,4.44,77400.0,600408.XSHG,15982504284610,OPEN,BUY,ST安泰,0.0,2006-01-04 15:00:00,274.92480000000006
2006-01-04 15:00:00,274.61519999999996,15982504324565,8.87,38700.0,000039.XSHE,15982504284613,OPEN,BUY,中集集团,0.0,2006-01-04 15:00:00,274.61519999999996
2006-01-04 15:00:00,274.98240000000004,15982504324566,11.16,30800.0,600205.XSHG,15982504284618,OPEN,BUY,S山东铝,0.0,2006-01-04 15:00:00,274.98240000000004
2006-01-04 15:00:00,275.028,15982504324567,5.59,61500.0,600642.XSHG,15982504284620,OPEN,BUY,申能股份,0.0,2006-01-04 15:00:00,275.028
2006-01-04 15:00:00,274.784,15982504324568,5.54,62000.0,600026.XSHG,15982504284623,OPEN,BUY,中远海能,0.0,2006-01-04 15:00:00,274.784
2006-01-04 15:00:00,275.1016,15982504324569,3.47,99100.0,600177.XSHG,15982504284625,OPEN,BUY,雅戈尔,0.0,2006-01-04 15:00:00,275.1016
2006-01-04 15:00:00,275.08000000000004,15982504324570,5.75,59800.0,600325.XSHG,15982504284630,OPEN,BUY,华发股份,0.0,2006-01-04 15:00:00,275.08000000000004
2006-01-04 15:00:00,275.0176,15982504324571,2.86,120200.0,600282.XSHG,15982504284633,OPEN,BUY,南钢股份,0.0,2006-01-04 15:00:00,275.0176
2006-01-04 15:00:00,274.704,15982504324572,11.8,29100.0,000866.XSHE,15982504284638,OPEN,BUY,扬子石化,0.0,2006-01-04 15:00:00,274.704
2006-01-04 15:00:00,274.7536,15982504324573,4.66,73700.0,600022.XSHG,15982504284641,OPEN,BUY,山东钢铁,0.0,2006-01-04 15:00:00,274.7536
2006-01-06 15:00:00,275.69280000000003,15982504324574,3.46,99600.0,600581.XSHG,15982504284653,OPEN,BUY,八一钢铁,0.0,2006-01-06 15:00:00,275.69280000000003
2006-01-13 15:00:00,275.52000000000004,15982504324575,6.0,57400.0,600997.XSHG,15982504284681,OPEN,BUY,开滦股份,0.0,2006-01-13 15:00:00,275.52000000000004
2006-01-19 15:00:00,276.2848,15982504324576,3.34,103400.0,600126.XSHG,15982504284693,OPEN,BUY,杭钢股份,0.0,2006-01-19 15:00:00,276.2848
2006-02-17 15:00:00,91.08,15982504324577,7.59,15000.0,000933.XSHE,15982504284696,OPEN,BUY,神火股份,0.0,2006-02-17 15:00:00,91.08
2006-04-13 15:00:00,5.0,15982504324578,4.25,200.0,600019.XSHG,15982504284698,OPEN,BUY,宝钢股份,0.0,2006-04-13 15:00:00,5.0
2006-04-13 15:00:00,5.0,15982504324579,8.24,100.0,600096.XSHG,15982504284700,OPEN,BUY,云天化,0.0,2006-04-13 15:00:00,5.0
2006-04-13 15:00:00,5.0,15982504324580,6.84,100.0,600428.XSHG,15982504284702,OPEN,BUY,中远海特,0.0,2006-04-13 15:00:00,5.0
2006-04-13 15:00:00,5.0,15982504324581,4.56,200.0,600418.XSHG,15982504284704,OPEN,BUY,江淮汽车,0.0,2006-04-13 15:00:00,5.0
2006-04-13 15:00:00,5.0,15982504324582,4.28,200.0,600500.XSHG,15982504284706,OPEN,BUY,中化国际,0.0,2006-04-13 15:00:00,5.0
2006-04-14 15:00:00,5.0,15982504324583,11.74,100.0,600348.XSHG,15982504284708,OPEN,BUY,阳泉煤业,0.0,2006-04-14 15:00:00,5.0
2006-04-20 15:00:00,276.2848,15982504324584,3.34,103400.0,600126.XSHG,15982504284709,CLOSE,SELL,杭钢股份,345.356,2006-04-20 15:00:00,621.6408
2006-04-20 15:00:00,275.3088,15982504324585,22.06,15600.0,600786.XSHG,15982504284711,OPEN,BUY,东方锅炉,0.0,2006-04-20 15:00:00,275.3088
2006-06-30 15:00:00,1228.3304,15982504324586,14.39,106700.0,600031.XSHG,15982504284714,CLOSE,SELL,三一重工,1535.413,2006-06-30 15:00:00,2763.7434000000003
2006-09-26 15:00:00,2854.3872,15982504324587,30.34,117600.0,600497.XSHG,15982504284717,OPEN,BUY,驰宏锌锗,0.0,2006-09-26 15:00:00,2854.3872
2006-11-30 15:00:00,660.192,15982504324588,13.8,59800.0,600325.XSHG,15982504284718,CLOSE,SELL,华发股份,825.24,2006-11-30 15:00:00,1485.432
2007-01-22 15:00:00,975.144,15982504324589,12.3,99100.0,600177.XSHG,15982504284719,CLOSE,SELL,雅戈尔,1218.93,2007-01-22 15:00:00,2194.074
2007-02-15 15:00:00,5.0,15982504324590,11.32,200.0,600500.XSHG,15982504284720,CLOSE,SELL,中化国际,2.2640000000000002,2007-02-15 15:00:00,7.264
2007-03-01 15:00:00,610.616,15982504324591,6.35,120200.0,600282.XSHG,15982504284721,CLOSE,SELL,南钢股份,763.27,2007-03-01 15:00:00,1373.886
2007-04-03 15:00:00,681.876,15982504324592,43.71,19500.0,600786.XSHG,15982504284722,CLOSE,SELL,东方锅炉,852.345,2007-04-03 15:00:00,1534.221
