20170126,000001.SZ,52.2114
20170126,000002.SZ,66.3811
20170126,000006.SZ,39.4399
20170126,000009.SZ,27.211
20170126,000011.SZ,33.3716
20170126,000012.SZ,65.8911
20170126,000021.SZ,55.4285
20170126,000026.SZ,55.0103
20170126,000027.SZ,33.0278
20170126,000030.SZ,60.1978
20170126,000031.SZ,39.5264
20170126,000046.SZ,53.7571
20170126,000055.SZ,65.1231
20170126,000061.SZ,52.2432
20170126,000063.SZ,54.5643
20170126,000069.SZ,59.0416
20170126,000089.SZ,42.0516
20170126,000090.SZ,36.4802
20170126,000099.SZ,17.3508
20170126,000100.SZ,60.9891
20170126,000151.SZ,46.5448
20170126,000157.SZ,48.1234
20170126,000159.SZ,49.6994
20170126,000301.SZ,43.5047
20170126,000333.SZ,61.2481
20170126,000338.SZ,70.5165
20170126,000400.SZ,53.9096
20170126,000402.SZ,35.3363
20170126,000404.SZ,56.0951
20170126,000416.SZ,47.9226
20170126,000417.SZ,57.9071
20170126,000418.SZ,71.1881
20170126,000421.SZ,37.6257
20170126,000423.SZ,53.84
20170126,000429.SZ,69.1704
20170126,000488.SZ,76.3825
20170126,000513.SZ,69.3087
20170126,000517.SZ,29.1795
20170126,000521.SZ,61.687
20170126,000525.SZ,22.2204
20170126,000528.SZ,41.3291
20170126,000530.SZ,63.4449
20170126,000531.SZ,72.1485
20170126,000538.SZ,56.276
20170126,000539.SZ,45.5537
20170126,000540.SZ,41.9672
20170126,000543.SZ,52.9686
20170126,000545.SZ,52.4077
20170126,000550.SZ,46.5083
20170126,000552.SZ,39.1138
20170126,000559.SZ,52.1794
20170126,000568.SZ,63.5342
20170126,000581.SZ,69.0469
20170126,000582.SZ,45.8487
20170126,000598.SZ,57.5605
20170126,000600.SZ,45.84
20170126,000601.SZ,45.2843
20170126,000612.SZ,33.6212
20170126,000615.SZ,11.269
20170126,000616.SZ,44.4963
20170126,000619.SZ,48.0998
20170126,000620.SZ,31.3986
20170126,000623.SZ,48.2862
20170126,000625.SZ,67.7531
20170126,000626.SZ,46.6914
20170126,000631.SZ,62.5118
20170126,000637.SZ,46.2388
20170126,000639.SZ,37.6413
20170126,000651.SZ,73.9747
20170126,000656.SZ,40.3549
20170126,000661.SZ,63.9025
20170126,000665.SZ,27.6712
